rate_name,class,quality,bathroom,bedding,capacity,bedrooms,club,balcony,view,floor
Standard Room Land View (1 Double Bed and 1 Twin Bed),room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Triple Studio Land View (3 Twin Beds),room,standard,private bathroom,double/double-or-twin,triple,undefined,not club,no balcony,undefined,undefined
"Apartment, 1 Bedroom, Ground Floor (Additional Building)",room,undefined,private bathroom,undefined,undefined,1 bedroom,not club,no balcony,undefined,undefined
Executive EXECUTIVE DOUBLE ROOM (1 Double),room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Chalet - Garden Chalet - Garden garden,room,undefined,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Standard triple apartment with balcony (1st building) double,room,standard,private bathroom,double/double-or-twin,triple,undefined,not club,with balcony,undefined,undefined
Centro Room with Queen Bed Breakfast,room,standard,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Standard double room with balcony,room,standard,private bathroom,double/double-or-twin,double,undefined,not club,with balcony,undefined,undefined
"Standard Double Room, Terrace (1 Double Bed)",room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Suite SUITE ROOM,suite,undefined,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
classic twin with balcony Room Only,room,standard,private bathroom,double/double-or-twin,double,undefined,not club,with balcony,undefined,undefined
Superior Suite (1 Twin),suite,superior,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Standard economy room with 1 double bed twin  in block,room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
DELUXE DOUBLE ROOM WITH SOFA BED,room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
budget,room,economy,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Privilege Top Floor Room (1 Queen Bed),room,standard,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
1 Bedroom,suite,undefined,private bathroom,undefined,undefined,1 bedroom,not club,no balcony,undefined,undefined
Deluxe King with Park Access Double Half Board,room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Junior Suite - King bed - Top floor Half Board,room,undefined,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Superior SUPERIOR STUDIO,room,superior,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Deluxe Twin w/ Breakfast Non Smoking (separate breakfast charge for 5y/o and under),room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Standard room for two persons Double bed Twin beds,room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Twin/Double room - Essential Room Only,room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Triple standard,room,standard,private bathroom,double/double-or-twin,triple,undefined,not club,no balcony,undefined,undefined
Club WESTIN CLUB ROOM SKYLINE VIEW Skyline,room,standard,private bathroom,undefined,undefined,undefined,club,no balcony,undefined,undefined
Studio family room double (Annex Building),room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Studio French Room,room,deluxe,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Junior suite room double,room,undefined,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Room STANDARD,room,standard,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Two Bedroom Suite Suite Two Bedrooms,suite,undefined,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Family Room for 4 People - Non-Smoking,room,standard,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Standard Spectacular Room - Twin Bed,room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Elite Room,room,standard,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Studio family room double (Main Building),room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
TAPA COLLECTION PARTIAL OCEAN VIEW 1 KING BED (1 Double),room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
IKON SUPERIOR,room,superior,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Double room King bed - Grand Premier Double room King bed - Grand Premier,room,deluxe,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Suite SUITE CAPACITY 4,suite,undefined,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Double room King bed - Smoking Double room King bed - Smoking,room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Apartment (1 Queen Bed and 1 Double Sofa Bed),room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Duplex Aspen Ski Chalet Breakfast,room,undefined,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,duplex floor
"Deluxe Skyline, Club Room, 1 King Bed",room,standard,private bathroom,undefined,undefined,undefined,club,no balcony,undefined,undefined
Triple Fantasy Family Room,room,standard,private bathroom,double/double-or-twin,triple,undefined,not club,no balcony,undefined,undefined
"Premier King Premier Family Room With Sea View, 1 King Bed Sea",room,standard,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Superior Room with Queen Bed and Double Sofa Bed,room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
2-room studio room double,room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Beachfront Luxury Suite Pool Villa,suite,undefined,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Twin/Double room - Premium - Balcony Twin/Double room - Premium - Balcony,room,standard,private bathroom,double/double-or-twin,double,undefined,not club,with balcony,undefined,undefined
"Suite with Theme Park Access, Suite, 1 King, Resort view, Balcony (Complimentary Beach Access to Sheraton JBR and Shuttle to MOE & Dubai Mall)",room,standard,private bathroom,undefined,undefined,undefined,not club,with balcony,undefined,undefined
Twin/Double room,room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Deluxe Room (Tour Eiffel) (1 Queen Bed),room,deluxe,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Luxury Junior Suite,suite,undefined,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Standard D'LIGHT ROOM,room,standard,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
room Capuccino Twin beds,room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Superior Twin Room Single bed(2 Amount),room,standard,private bathroom,single bed,single,undefined,not club,no balcony,undefined,undefined
Suite Andaz Large Suite,suite,undefined,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Villa Reserve Pool Villa,villa,undefined,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
"Deluxe Apartment, 1 Queen Bed, Non Smoking (1 Queen Bed)",room,standard,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
1 Bedroom Classic Suite Breakfast,suite,undefined,private bathroom,undefined,undefined,1 bedroom,not club,no balcony,undefined,undefined
"deluxe double double, guest room, 2 double (2 Double)",room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
"Studio, Terrace, Partial Sea View (Select - Split Level) (2 Twin Beds)",room,undefined,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Room with shared bathroom (in block) Basic rate without breakfast (payment at the hotel),room,standard,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Standard family room with 1 double bed   in block,room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Family room - De Luxe - Balcony - Sea View Family room - De Luxe - Balcony - Sea View sea,room,standard,private bathroom,undefined,undefined,undefined,not club,with balcony,undefined,undefined
Deluxe standard triple room double (Main Building),room,standard,private bathroom,double/double-or-twin,triple,undefined,not club,no balcony,undefined,undefined
QUEEN DELUXE SKYLINE SEA VIEW DOUBLE Full Board,room,deluxe,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Family Residence Pool Access - CAMP7 RB,room,standard,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Superior Superior Room - 1 Double Bed 19Sqm Free Wifi,room,superior,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Wonderful WONDERFUL ROOM,room,standard,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Standard superior double or twin room twin,room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Standart Twin Single bed(2 Amount),room,standard,private bathroom,single bed,single,undefined,not club,no balcony,undefined,undefined
"Suite-1 King Bed, Non-Smoking, Hairdryer, Coffee Maker, Safe, Living Room",room,undefined,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Grand Suite Grand Baraquda Suite,suite,deluxe,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Suite 1 bedroom - Grand Suite 1 bedroom - Grand,suite,undefined,private bathroom,undefined,undefined,1 bedroom,not club,no balcony,undefined,undefined
Executive Club Suite Executive Club Suite - Burj Khalifa View,suite,undefined,private bathroom,undefined,undefined,undefined,club,no balcony,undefined,undefined
"Superior Room, 1 Double Bed",room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Twin/Double room - Superior - Side Sea View (1 Double or 1 Twin),room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
King Room with City View-Hearing Accessible non-smoking,room,standard,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
"Room, 1 King Bed (1 King Bed)",room,standard,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
"Double Room, Terrace (Chill Out) (2 Twin Beds and 1 Double Sofa Bed)",room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Standard Suite Suite standard,suite,standard,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
2-room standard apartment double,room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
2 Double Beds 2 DOUBLE BEDS - 2 DOUBLE BEDS (2 Double),room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
